id,type,address,number,Region,Province,Arrondissement,Municipality,type.1,postal_code,public,available,hours,numberStr,"('Latitude', 'Longitude')"
2776.0,,Rue De Tongres,59.0,Wallonia,Liège,Liège,Oupeye,,4684.0,,,,59.0,"(50.721408, 5.4718429)"
2777.0,,Rue Des 3 Arbres,62.0,Brussels,,Bruxelles-Capitale,Uccle,,1180.0,,,,62.0,"(nan, nan)"
2778.0,,Chaussée De Louvain,510.0,Wallonia,Namur,Namur,Namur,,5000.0,,,,510.0,"(50.4865095, 4.891852654949578)"
2778.0,,Chaussée De Louvain,510.0,Wallonia,Namur,Namur,Namur,,5000.0,,,,510.0,"(50.4865095, 4.891852654949578)"
2779.0,,Rue Ransbeek,310.0,Brussels,,Bruxelles-Capitale,Bruxelles,,1120.0,,,,310.0,"(50.901114199999995, 4.400367848886249)"
2780.0,,Rue Des Deux Provinces,1.0,Wallonia,Luxembourg,Marche-en-Famenne,Marche-en-Famenne,,6900.0,,,,1.0,"(50.24694235, 5.337352088883705)"
2781.0,,Bredabaan,31.0,Flanders,Antwerpen,Antwerpen,Brasschaat,,2930.0,,,,31.0,"(51.2714266, 4.470367)"
2782.0,,Beauvoislaan,95.0,Flanders,Antwerpen,Antwerpen,Kalmthout,,2920.0,,,,95.0,"(51.3704957, 4.48410245)"
2783.0,,Rue Du Pirou,,Wallonia,Namur,Namur,Sombreffe,,5140.0,,,,,"(50.5093548, 4.573832)"
2784.0,,Rue Du Grand Central,39.0,Wallonia,Namur,Namur,Sombreffe,,5140.0,,,,39.0,"(50.5103138, 4.5663025)"
2785.0,,Allée De ChÃ¢teau-Chinon 6,6.0,Wallonia,Namur,Namur,Sombreffe,,5140.0,,,,6.0,"(nan, nan)"
2786.0,,Rue Les Aux Haies,9.0,Wallonia,Luxembourg,Marche-en-Famenne,Ã‰rezée,,6997.0,,,,9.0,"(nan, nan)"
2787.0,,Grand Rue,45.0,Wallonia,Brabant wallon (le),Nivelles,Walhain,,1457.0,,,,45.0,"(50.63701155, 4.612054207508589)"
2788.0,,Place Communale,1.0,Wallonia,Brabant wallon (le),Nivelles,Walhain,,1457.0,,,,1.0,"(50.71726935, 4.497400874434701)"
2789.0,,Rue Chapelle Saint Anne,11.0,Wallonia,Brabant wallon (le),Nivelles,Walhain,,1457.0,,,,11.0,"(nan, nan)"
2790.0,,Rue Chapelle Saint Anne,13.0,Wallonia,Brabant wallon (le),Nivelles,Walhain,,1457.0,,,,13.0,"(nan, nan)"
2791.0,,Place Du Trambuvette,,Wallonia,Brabant wallon (le),Nivelles,Walhain,,1457.0,,,,,"(nan, nan)"
2794.0,,K.P.J. Triestlaan,1.0,Flanders,Oost-Vlaanderen,Gent,Lochristi,,9080.0,,,,1.0,"(nan, nan)"
2795.0,,Pi - 2Ième Avenue,65.0,Wallonia,Liège,Liège,Herstal,,4040.0,,,,65.0,"(nan, nan)"
2796.0,,Gulden Vlieslaan,72.0,Brussels,,Bruxelles-Capitale,Saint-Gilles,,1060.0,,,,72.0,"(50.8343495, 4.3528603)"
2797.0,,"Caxtonweg, Kaai",140.0,Flanders,West-Vlaanderen,Brugge,Brugge,,8380.0,,,,140.0,"(nan, nan)"
2798.0,,Armenstraatje,,Flanders,Antwerpen,Antwerpen,Antwerpen,,2040.0,,,,,"(51.3578659, 4.3171674)"
2799.0,,"Kiwiweg 108, Nieuw Zeelandkaai 401-403",108.0,Flanders,West-Vlaanderen,Brugge,Brugge,,8380.0,,,,108.0,"(nan, nan)"
2800.0,,Place Poelaert,6.0,Brussels,,Bruxelles-Capitale,Saint-Josse-ten-Noode,,1000.0,,,,6.0,"(50.8373226, 4.3537609)"
2800.0,,Place Poelaert,6.0,Brussels,,Bruxelles-Capitale,Ixelles,,1000.0,,,,6.0,"(50.8373226, 4.3537609)"
2800.0,,Place Poelaert,6.0,Brussels,,Bruxelles-Capitale,Bruxelles,,1000.0,,,,6.0,"(50.8373226, 4.3537609)"
2801.0,,General Jacqueslaan,,Brussels,,Bruxelles-Capitale,Ixelles,,1050.0,,,,,"(50.8210305, 4.3860176)"
2801.0,,General Jacqueslaan,,Brussels,,Bruxelles-Capitale,Saint-Gilles,,1050.0,,,,,"(50.8210305, 4.3860176)"
2802.0,,Mommaertslaan,2.0,Brussels,,Bruxelles-Capitale,Evere,,1140.0,,,,2.0,"(50.856210950000005, 4.41333971882475)"
2804.0,,Rue Digue Des Cuesmes,29.0,Wallonia,Hainaut (le),Mons,Mons,,7000.0,,,,29.0,"(nan, nan)"
2805.0,,Rue De Ninove,1.0,Wallonia,Brabant wallon (le),Nivelles,Genappe,,1476.0,,,,1.0,"(50.5796682, 4.4037864)"
2806.0,,Rue Chemin D Herbuchenne,,Wallonia,Namur,Dinant,Dinant,,5500.0,,,,,"(nan, nan)"
2807.0,,Rue Ernest Solvay,101.0,Wallonia,Liège,Liège,Liège,,4000.0,,,,101.0,"(50.6099918, 5.565403003536309)"
2807.0,,Rue Ernest Solvay,101.0,Wallonia,Liège,Liège,Liège,,4000.0,,,,101.0,"(50.6099918, 5.565403003536309)"
2808.0,,Rue Alfred De Ponthière,44.0,Wallonia,Liège,Liège,Ans,,4431.0,,,,44.0,"(nan, nan)"
2809.0,,Van Beethovenstraat,8.0,Flanders,Antwerpen,Mechelen,Mechelen,,2800.0,,,,8.0,"(51.0260164, 4.4763617)"
2810.0,,Befferstraat,25.0,Flanders,Antwerpen,Mechelen,Mechelen,,2800.0,,,,25.0,"(51.0284435, 4.4822839)"
2811.0,,Zandvoordestraat,366.0,Flanders,West-Vlaanderen,Oostende,Oostende,,8400.0,,,,366.0,"(51.2090246, 2.9597435)"
2812.0,,Zandvoordestraat,366.0,Flanders,West-Vlaanderen,Oostende,Oostende,,8400.0,,,,366.0,"(51.2090246, 2.9597435)"
2813.0,,Zandvoordestraat,366.0,Flanders,West-Vlaanderen,Oostende,Oostende,,8400.0,,,,366.0,"(51.2090246, 2.9597435)"
2814.0,,Heuvel,2.0,Flanders,Antwerpen,Antwerpen,Kalmthout,,2920.0,,,,2.0,"(51.0479266, 4.6323017618581055)"
2815.0,,Genkerbaan,75.0,Flanders,Limburg,Hasselt,Zonhoven,,3520.0,,,,75.0,"(50.9926143, 5.37801884363062)"
2816.0,,Alsembergsesteenweg,1046.0,Flanders,Vlaams-Brabant,Halle-Vilvoorde,Beersel,,1652.0,,,,1046.0,"(50.769059, 4.3280666)"
2817.0,,Gemeenveldstraat,,Flanders,Vlaams-Brabant,Halle-Vilvoorde,Beersel,,1652.0,,,,,"(50.7421275, 4.3328592)"
2818.0,,Grote Baan,204.0,Flanders,Vlaams-Brabant,Halle-Vilvoorde,Beersel,,1650.0,,,,204.0,"(50.76755955, 4.320987058630269)"
2821.0,,Place Du Vingt-AoÃ»t,,Wallonia,Liège,Liège,Liège,,4000.0,,,,,"(nan, nan)"
2821.0,,Place Du Vingt-AoÃ»t,,Wallonia,Liège,Liège,Liège,,4000.0,,,,,"(nan, nan)"
2822.0,,All. D/L Découverte,,Wallonia,Liège,Liège,Liège,,4000.0,,,,,"(nan, nan)"
2822.0,,All. D/L Découverte,,Wallonia,Liège,Liège,Liège,,4000.0,,,,,"(nan, nan)"
2823.0,,"Quart.Agora, L Agora",,Wallonia,Liège,Liège,Liège,,4000.0,,,,,"(nan, nan)"
2823.0,,"Quart.Agora, L Agora",,Wallonia,Liège,Liège,Liège,,4000.0,,,,,"(nan, nan)"
2824.0,,Joseph Sougnez,112.0,Wallonia,Liège,Verviers,Pepinster,,4860.0,,,,112.0,"(50.5745364, 5.814829575)"
2825.0,,Pi - Route De La Foret,1.0,Wallonia,Luxembourg,Bastogne,Vielsalm,,6690.0,,,,1.0,"(nan, nan)"
2825.0,,Pi - Route De La Foret,1.0,Wallonia,Luxembourg,Bastogne,Vielsalm,,6690.0,,,,1.0,"(nan, nan)"
2826.0,,De Maestricht,79.0,Wallonia,Liège,Verviers,Herve,,4651.0,,,,79.0,"(50.653724350000005, 5.798463544545699)"
2827.0,,4Ãˆme Avenue - Pi Des Haut Sarts,,Wallonia,Liège,Liège,Herstal,,4040.0,,,,,"(nan, nan)"
2828.0,,Rue De Solvay,39.0,Wallonia,Namur,Namur,Jemeppe-sur-Sambre,,5190.0,,,,39.0,"(nan, nan)"
2829.0,,Quai De L Industrie,31.0,Brussels,,Bruxelles-Capitale,Molenbeek-Saint-Jean,,1080.0,,,,31.0,"(50.848396, 4.333234450394298)"
2830.0,,Lenneke Marelaan,6.0,Flanders,Vlaams-Brabant,Halle-Vilvoorde,Zaventem,,1932.0,,,,6.0,"(50.8554111, 4.4486708)"
2831.0,,Route De Falize,82.0,Wallonia,Liège,Verviers,Malmedy,,4960.0,,,,82.0,"(50.417660600000005, 6.0129579444453185)"
2833.0,,Hoogstraat,42.0,Brussels,,Bruxelles-Capitale,Saint-Josse-ten-Noode,,1000.0,,,,42.0,"(50.8409993, 4.3518097)"
2833.0,,Hoogstraat,42.0,Brussels,,Bruxelles-Capitale,Ixelles,,1000.0,,,,42.0,"(50.8409993, 4.3518097)"
2833.0,,Hoogstraat,42.0,Brussels,,Bruxelles-Capitale,Bruxelles,,1000.0,,,,42.0,"(50.8409993, 4.3518097)"
2834.0,,Rue Haute,42.0,Brussels,,Bruxelles-Capitale,Saint-Josse-ten-Noode,,1000.0,,,,42.0,"(50.8409993, 4.3518097)"
2834.0,,Rue Haute,42.0,Brussels,,Bruxelles-Capitale,Ixelles,,1000.0,,,,42.0,"(50.8409993, 4.3518097)"
2834.0,,Rue Haute,42.0,Brussels,,Bruxelles-Capitale,Bruxelles,,1000.0,,,,42.0,"(50.8409993, 4.3518097)"
2835.0,,Rue De Bricgniot,205.0,Wallonia,Namur,Namur,Namur,,5002.0,,,,205.0,"(50.4832943, 4.824088)"
2836.0,,Marsveldplein,51.0,Brussels,,Bruxelles-Capitale,Ixelles,,1050.0,,,,51.0,"(50.8386366, 4.3628013)"
2836.0,,Marsveldplein,51.0,Brussels,,Bruxelles-Capitale,Saint-Gilles,,1050.0,,,,51.0,"(50.8386366, 4.3628013)"
2837.0,,Marsveldplein,5.0,Brussels,,Bruxelles-Capitale,Ixelles,,1050.0,,,,5.0,"(50.8382306, 4.3630461)"
2837.0,,Marsveldplein,5.0,Brussels,,Bruxelles-Capitale,Saint-Gilles,,1050.0,,,,5.0,"(50.8382306, 4.3630461)"
2838.0,,Torenlei,2.0,Flanders,Antwerpen,Antwerpen,Kapellen,,2950.0,,,,2.0,"(51.347202499999995, 4.460437481509704)"
2839.0,,Rue Des Haussy,1.0,Wallonia,Hainaut (le),Charleroi,Fontaine-l'Ã‰vÃªque,,6140.0,,,,1.0,"(nan, nan)"
2840.0,,Industriepark,30.0,Flanders,Antwerpen,Mechelen,Heist-op-den-Berg,,2220.0,,,,30.0,"(51.06442755, 4.716410793543932)"
2841.0,,Industriepark,30.0,Flanders,Antwerpen,Mechelen,Heist-op-den-Berg,,2220.0,,,,30.0,"(51.06442755, 4.716410793543932)"
2842.0,,Industriepark,30.0,Flanders,Antwerpen,Mechelen,Heist-op-den-Berg,,2220.0,,,,30.0,"(51.06442755, 4.716410793543932)"
2843.0,,Industriepark,30.0,Flanders,Antwerpen,Mechelen,Heist-op-den-Berg,,2220.0,,,,30.0,"(51.06442755, 4.716410793543932)"
2844.0,,Industriepark,30.0,Flanders,Antwerpen,Mechelen,Heist-op-den-Berg,,2220.0,,,,30.0,"(51.06442755, 4.716410793543932)"
2845.0,,Industriepark,30.0,Flanders,Antwerpen,Mechelen,Heist-op-den-Berg,,2220.0,,,,30.0,"(51.06442755, 4.716410793543932)"
2846.0,,Industriepark,30.0,Flanders,Antwerpen,Mechelen,Heist-op-den-Berg,,2220.0,,,,30.0,"(51.06442755, 4.716410793543932)"
2847.0,,Industriepark,30.0,Flanders,Antwerpen,Mechelen,Heist-op-den-Berg,,2220.0,,,,30.0,"(51.06442755, 4.716410793543932)"
2848.0,,Industriepark,30.0,Flanders,Antwerpen,Mechelen,Heist-op-den-Berg,,2220.0,,,,30.0,"(51.06442755, 4.716410793543932)"
2850.0,,Fabriekstraat,17.0,Flanders,Antwerpen,Turnhout,Westerlo,,2260.0,,,,17.0,"(51.1677418, 4.991329148726792)"
2851.0,,Leuvensesteenweg,242.0,Flanders,Vlaams-Brabant,Leuven,Boortmeerbeek,,3190.0,,,,242.0,"(50.9739282, 4.5641859)"
2852.0,,Leuvensesteenweg,242.0,Flanders,Vlaams-Brabant,Leuven,Boortmeerbeek,,3190.0,,,,242.0,"(50.9739282, 4.5641859)"
2853.0,,Rue De L Industrie,72.0,Wallonia,Hainaut (le),Mons,Quévy,,7040.0,,,,72.0,"(50.45144605, 3.8189523935897434)"
2854.0,,Kerkdijk Z Nzijgevel Boerderij Finse Piste,,Flanders,Limburg,Maaseik,Pelt,,3900.0,,,,,"(nan, nan)"
2856.0,,Handschoenmarkt,,Flanders,Antwerpen,Antwerpen,Antwerpen,,2000.0,,,,,"(51.2206407, 4.4004574)"
2857.0,,Tweestationsstraat,80.0,Brussels,,Bruxelles-Capitale,Anderlecht,,1070.0,,,,80.0,"(50.831942299999994, 4.328980253636651)"
2858.0,,Tweestationsstraat,80.0,Brussels,,Bruxelles-Capitale,Anderlecht,,1070.0,,,,80.0,"(50.831942299999994, 4.328980253636651)"
2859.0,,Beukenootjesstraat,,Brussels,,Bruxelles-Capitale,Bruxelles,,1120.0,,,,,"(50.8944918, 4.3930535)"
2860.0,,Terhulpsesteenweg,,Flanders,Vlaams-Brabant,Halle-Vilvoorde,Hoeilaart,,1560.0,,,,,"(50.7700315, 4.4416689)"
2861.0,,Avenue Jules Mathieu,10.0,Wallonia,Brabant wallon (le),Nivelles,Nivelles,,1400.0,,,,10.0,"(50.58940935, 4.32217496857648)"
2862.0,,Rue De Liège,,Wallonia,Liège,Liège,Visé,,4600.0,,,,,"(50.6607135, 5.0957891)"
2863.0,,Rue Louis Loiseau,39.0,Wallonia,Namur,Namur,Namur,,5000.0,,,,39.0,"(50.4567848, 4.838306136394102)"
2864.0,,Rue De La Libération,25.0,Wallonia,Brabant wallon (le),Nivelles,Braine-le-ChÃ¢teau,,1440.0,,,,25.0,"(50.641321, 4.207155873295365)"
2865.0,,Rue Du Pont-Fossiez,13.0,Wallonia,Hainaut (le),Tournai et Mouscron,Brunehaut,,7620.0,,,,13.0,"(nan, nan)"
2866.0,,Verlorenkost,22.0,Flanders,Antwerpen,Turnhout,Westerlo,,2260.0,,,,22.0,"(51.0899228, 4.922048506404019)"
2867.0,,Rue Thabor,71.0,Wallonia,Hainaut (le),Ath,Silly,,7830.0,,,,71.0,"(50.6731493, 3.9350492)"
2868.0,,Breevendreef,,Flanders,Antwerpen,Mechelen,Bornem,,2880.0,,,,,"(51.0926416, 4.242993)"
2869.0,,Place Des Carnières,36.0,Wallonia,Hainaut (le),La Louvière,Morlanwelz,,7141.0,,,,36.0,"(nan, nan)"
2870.0,,Rue Pont Du Nil,1.0,Wallonia,Hainaut (le),La Louvière,Morlanwelz,,7140.0,,,,1.0,"(50.45793125, 4.242457163330403)"
2871.0,,Rue R. Warocque,1.0,Wallonia,Hainaut (le),La Louvière,Morlanwelz,,7140.0,,,,1.0,"(50.4780559, 4.1901525)"
2872.0,,Rue De L Enseignement,1.0,Wallonia,Hainaut (le),La Louvière,Morlanwelz,,7140.0,,,,1.0,"(50.45775415, 4.206146963968759)"
2873.0,,Rue De L Enseignement,1.0,Wallonia,Hainaut (le),La Louvière,Morlanwelz,,7140.0,,,,1.0,"(50.45775415, 4.206146963968759)"
2874.0,,Place Albert 1Er,13.0,Wallonia,Hainaut (le),La Louvière,Morlanwelz,,7140.0,,,,13.0,"(50.4572739, 4.2458218)"
2875.0,,Ruelle Du Gobard,5.0,Wallonia,Brabant wallon (le),Nivelles,Rebecq,,1430.0,,,,5.0,"(50.6629695, 4.1432553)"
2876.0,,Avenue Des Combattants,25.0,Wallonia,Brabant wallon (le),Nivelles,Court-Saint-Ã‰tienne,,1490.0,,,,25.0,"(50.72357635, 4.869999429914635)"
2877.0,,Chaussée De Wavre,99.0,Wallonia,Brabant wallon (le),Nivelles,Grez-Doiceau,,1390.0,,,,99.0,"(50.70452825, 4.518798571394072)"
2878.0,,Allée Des Foires-Zoning De Bironréz,,Wallonia,Namur,Dinant,Ciney,,5590.0,,,,,"(nan, nan)"
2879.0,,Avenue Du Stade,,Wallonia,Namur,Dinant,Ciney,,5590.0,,,,,"(nan, nan)"
2880.0,,Rue De Saint-Gery,12.0,Wallonia,Brabant wallon (le),Nivelles,Chastre,,1450.0,,,,12.0,"(50.6045424, 4.630630136674132)"
2881.0,,Pylyserlaan,25.0,Flanders,West-Vlaanderen,Veurne,Koksijde,,8670.0,,,,25.0,"(51.108836600000004, 2.650624114371587)"
2882.0,,Westendelaan,24.0,Flanders,West-Vlaanderen,Oostende,Middelkerke,,8430.0,,,,24.0,"(51.18478305, 2.81948977800893)"
2883.0,,Mijlstraat,91.0,Flanders,Antwerpen,Mechelen,Duffel,,2570.0,,,,91.0,"(51.0953466, 4.554862706926864)"
2884.0,,Bilzersteenweg,,Flanders,Limburg,Tongeren,Riemst,,3770.0,,,,,"(50.8270484, 5.58453)"
2885.0,,Rijksweg,12.0,Flanders,Antwerpen,Mechelen,Puurs-Sint-Amands,,2870.0,,,,12.0,"(51.0660747, 4.310309251502895)"
2886.0,,Rijksweg,20.0,Flanders,Antwerpen,Mechelen,Puurs-Sint-Amands,,2870.0,Yes,,,20.0,"(51.1058713, 4.2355647)"
2887.0,,Chaussée De Namur,115.0,Wallonia,Brabant wallon (le),Nivelles,Walhain,,1457.0,,,,115.0,"(50.69913425, 4.6148105464364075)"
2888.0,,Rue Des Cortils,,Wallonia,Brabant wallon (le),Nivelles,Walhain,,1457.0,,,,,"(50.6579748, 4.9379692)"
2889.0,,Rue Du Huy,10.0,Wallonia,Brabant wallon (le),Nivelles,Orp-Jauche,,1350.0,,,,10.0,"(nan, nan)"
2890.0,,Rue Bois L Abbé,7.0,Wallonia,Brabant wallon (le),Nivelles,Wavre,,1300.0,,,,7.0,"(50.6904336, 4.579355816528805)"
2890.0,,Rue Bois L Abbé,7.0,Wallonia,Brabant wallon (le),Nivelles,Wavre,,1300.0,,,,7.0,"(50.6904336, 4.579355816528805)"
2891.0,,Kruidtuinlaan,20.0,Brussels,,Bruxelles-Capitale,Saint-Josse-ten-Noode,,1000.0,,,,20.0,"(50.8545781, 4.3590701)"
2891.0,,Kruidtuinlaan,20.0,Brussels,,Bruxelles-Capitale,Ixelles,,1000.0,,,,20.0,"(50.8545781, 4.3590701)"
2891.0,,Kruidtuinlaan,20.0,Brussels,,Bruxelles-Capitale,Bruxelles,,1000.0,,,,20.0,"(50.8545781, 4.3590701)"
2892.0,,Vooruitgangstraat,80.0,Brussels,,Bruxelles-Capitale,Schaerbeek,,1030.0,,,,80.0,"(50.8606972, 4.3599304)"
2893.0,,Vlietestraat,25.0,Flanders,West-Vlaanderen,Kortrijk,Harelbeke,,8530.0,,,,25.0,"(50.87535595, 3.3091073580985935)"
2894.0,,Stasegemsesteenweg,21.0,Flanders,West-Vlaanderen,Kortrijk,Harelbeke,,8530.0,,,,21.0,"(50.846661749999996, 3.3115409932616036)"
2895.0,,Paretteplein,,Flanders,West-Vlaanderen,Kortrijk,Harelbeke,,8530.0,,,,,"(50.8584491, 3.312816)"
2896.0,,Pave De Soignies,36.0,Wallonia,Hainaut (le),Ath,Silly,,7850.0,,,,36.0,"(50.6843544, 4.0313841)"
2897.0,,Chemin D Odrimont,29.0,Wallonia,Brabant wallon (le),Nivelles,Lasne,,1380.0,,,,29.0,"(50.7001919, 4.478557728295105)"
2898.0,,Smisstraat,48.0,Flanders,Antwerpen,Mechelen,Mechelen,,2800.0,,,,48.0,"(51.01799805, 4.497022148829693)"
2899.0,,Rue Chasse Des Présentr.,,Wallonia,Hainaut (le),Mons,Quaregnon,,7390.0,,,,,"(nan, nan)"
2900.0,,Rue De Nimy,53.0,Wallonia,Hainaut (le),Mons,Mons,,7000.0,,,,53.0,"(50.4557321, 3.9538251)"
2901.0,,Rue De La Chapelle Saint-Jean S/N,,Wallonia,Brabant wallon (le),Nivelles,Jodoigne,,1370.0,,,,,"(50.7263033, 4.9245502)"
2902.0,,Rue De Soudremont,,Wallonia,Hainaut (le),Soignies,Seneffe,,7180.0,,,,,"(nan, nan)"
2903.0,,Eigenlostraat,21.0,Flanders,Oost-Vlaanderen,Sint-Niklaas,Sint-Niklaas,,9100.0,,,,21.0,"(51.14605605, 4.1837383939131545)"
2904.0,,Rue De Tubize,52.0,Wallonia,Brabant wallon (le),Nivelles,Tubize,,1480.0,,,,52.0,"(50.68107945, 4.260767527165632)"
2905.0,,Steenovenstraat,2.0,Flanders,Antwerpen,Antwerpen,Malle,,2390.0,,,,2.0,"(51.3225832, 4.876125535157058)"
2906.0,,Risschotlei,12.0,Flanders,Antwerpen,Antwerpen,Zoersel,,2980.0,,,,12.0,"(51.272190699999996, 4.651723470689676)"
2907.0,,Chaussée De Ligny,70.0,Wallonia,Namur,Namur,Sombreffe,,5140.0,Yes,,,70.0,"(50.5259726, 4.5957735)"
2908.0,,Avenue De La Belle-Voie,,Wallonia,Brabant wallon (le),Nivelles,Wavre,,1300.0,,,,,"(50.7192112, 4.6162954)"
2908.0,,Avenue De La Belle-Voie,,Wallonia,Brabant wallon (le),Nivelles,Wavre,,1300.0,,,,,"(50.7192112, 4.6162954)"
2909.0,,Rue De Valenciennes,12.0,Wallonia,Hainaut (le),Mons,Quiévrain,,7380.0,,,,12.0,"(50.43609585, 3.8257617982087995)"
2910.0,,Rue De L Aubepine,12.0,Wallonia,Namur,Dinant,Beauraing,,5570.0,,,,12.0,"(50.1128172, 4.9668787)"
2910.0,,Rue De L Aubepine,12.0,Wallonia,Namur,Dinant,Beauraing,,5570.0,,,,12.0,"(50.1128172, 4.9668787)"
2911.0,,Rue De L Aubepine,12.0,Wallonia,Namur,Dinant,Beauraing,,5570.0,,,,12.0,"(50.1128172, 4.9668787)"
2911.0,,Rue De L Aubepine,12.0,Wallonia,Namur,Dinant,Beauraing,,5570.0,,,,12.0,"(50.1128172, 4.9668787)"
2912.0,,Rue De L Aubepine,12.0,Wallonia,Namur,Dinant,Beauraing,,5570.0,,,,12.0,"(50.1128172, 4.9668787)"
2912.0,,Rue De L Aubepine,12.0,Wallonia,Namur,Dinant,Beauraing,,5570.0,,,,12.0,"(50.1128172, 4.9668787)"
2913.0,,Rue Des Ardennes,57.0,Wallonia,Namur,Dinant,Beauraing,,5570.0,,,,57.0,"(50.1008652, 4.9019789)"
2913.0,,Rue Des Ardennes,57.0,Wallonia,Namur,Dinant,Beauraing,,5570.0,,,,57.0,"(50.1008652, 4.9019789)"
2914.0,,Avenue De Finlande,7.0,Wallonia,Brabant wallon (le),Nivelles,Braine-l'Alleud,,1420.0,,,,7.0,"(50.6654155, 4.3813324)"
2915.0,,Rue De L Aubepine,,Wallonia,Namur,Dinant,Beauraing,,5570.0,,,,,"(50.1128172, 4.9668787)"
2915.0,,Rue De L Aubepine,,Wallonia,Namur,Dinant,Beauraing,,5570.0,,,,,"(50.1128172, 4.9668787)"
2916.0,,Rue Du Tilleul,76.0,Wallonia,Luxembourg,Virton,Tintigny,,6730.0,,,,76.0,"(49.5851919, 5.5201698)"
2917.0,,Rue Des Biolleux,,Wallonia,Liège,Verviers,Verviers,,4800.0,,,,,"(50.6227614, 5.836911)"
2917.0,,Rue Des Biolleux,,Wallonia,Liège,Verviers,Verviers,,4800.0,,,,,"(50.6227614, 5.836911)"
2918.0,,Poortakkerstraat,,Flanders,Oost-Vlaanderen,Gent,Gent,,9051.0,,,,,"(51.0302903, 3.6879921)"
2919.0,,Ronseweg,23.0,Flanders,Oost-Vlaanderen,Oudenaarde,Oudenaarde,,9700.0,,,,23.0,"(50.8234638, 3.6038865)"
2920.0,,Autostradeweg,3.0,Flanders,Oost-Vlaanderen,Gent,Melle,,9090.0,,,,3.0,"(50.991934, 3.7934643)"
2921.0,,Torhoutsesteenweg,369.0,Flanders,West-Vlaanderen,Brugge,Brugge,,8200.0,,,,369.0,"(51.11316665, 3.1448617795561473)"
2922.0,,Hooiemeersstraat,7.0,Flanders,West-Vlaanderen,Tielt,Wielsbeke,,8710.0,,,,7.0,"(50.9131366, 3.4188882)"
2923.0,,Albert Dehemlaan,6.0,Flanders,West-Vlaanderen,Ieper,Ieper,,8900.0,,,,6.0,"(nan, nan)"
2923.0,,Albert Dehemlaan,6.0,Flanders,West-Vlaanderen,Ieper,Ieper,,8900.0,,,,6.0,"(nan, nan)"
2924.0,,Meensesteenweg,179.0,Flanders,West-Vlaanderen,Kortrijk,Kortrijk,,8501.0,,,,179.0,"(50.8240296, 3.2279816)"
2925.0,,Rue Du Stade,7.0,Wallonia,Luxembourg,Virton,Virton,,6762.0,,,,7.0,"(49.6066523, 5.654055391954645)"
2926.0,,Rue Pietro Ferrero,3.0,Wallonia,Luxembourg,Arlon,Arlon,,6700.0,,,,3.0,"(49.6737934, 5.8199363)"
2927.0,,Route D Arlon,52.0,Wallonia,Luxembourg,Arlon,Messancy,,6780.0,,,,52.0,"(49.82677565, 5.745988098094086)"
2927.0,,Route D Arlon,52.0,Wallonia,Luxembourg,Arlon,Messancy,,6780.0,,,,52.0,"(49.82677565, 5.745988098094086)"
2928.0,,"Sberchamps, La Savenière",52.0,Wallonia,Luxembourg,NeufchÃ¢teau,Libramont-Chevigny,,6800.0,,,,52.0,"(nan, nan)"
2929.0,,Rue Devant La Croix,,Wallonia,Luxembourg,Virton,Saint-Léger,,6747.0,,,,,"(49.6292181, 5.7054482)"
2930.0,,Van Vaerenberghstraat,31.0,Flanders,Antwerpen,Antwerpen,Antwerpen,,2600.0,,,,31.0,"(51.1976484, 4.429150148124436)"
2931.0,,Rue Des Ecoliers,3.0,Wallonia,Luxembourg,NeufchÃ¢teau,Léglise,,6860.0,,,,3.0,"(nan, nan)"
2932.0,,Rue Sans-Souci,,Wallonia,Luxembourg,Bastogne,Bastogne,,6600.0,,,,,"(50.0134472, 5.7208703)"
2933.0,,Rue Des Recollets,,Wallonia,Luxembourg,Bastogne,Bastogne,,6600.0,,,,,"(50.0019474, 5.7186455)"
2934.0,,Doolweg,,Flanders,Antwerpen,Antwerpen,Borsbeek,,2150.0,,,,,"(51.1928414, 4.4894483)"
2935.0,,Rue Du Bourzy,,Wallonia,Luxembourg,NeufchÃ¢teau,Léglise,,6860.0,,,,,"(nan, nan)"
2936.0,,Rue Compogne,415.0,Wallonia,Luxembourg,Bastogne,Bertogne,,6687.0,,,,415.0,"(nan, nan)"
2937.0,,Rue Du Marché Couvert,26.0,Wallonia,Luxembourg,Bastogne,Bastogne,,6600.0,,,,26.0,"(49.9910561, 5.7102022)"
2938.0,,Rue De L Industrie,24.0,Wallonia,Brabant wallon (le),Nivelles,Nivelles,,1400.0,,,,24.0,"(50.5824788, 4.3541929)"
2939.0,,Rue De La Jonction,4.0,Wallonia,Hainaut (le),Charleroi,Charleroi,,6030.0,,,,4.0,"(50.4226868, 4.3956325)"
2939.0,,Rue De La Jonction,4.0,Wallonia,Hainaut (le),Charleroi,Charleroi,,6030.0,,,,4.0,"(50.4226868, 4.3956325)"
2940.0,,Rue De L Ecole,,Wallonia,Luxembourg,Bastogne,Houffalize,,6666.0,,,,,"(50.1669177, 5.7116023)"
2941.0,,Rue Du Herou,,Wallonia,Luxembourg,Bastogne,Houffalize,,6660.0,,,,,"(50.1563083, 5.6676255)"
2941.0,,Rue Du Herou,,Wallonia,Luxembourg,Bastogne,Houffalize,,6660.0,,,,,"(50.1563083, 5.6676255)"
2942.0,,Antwerpsesteenweg,496.0,Flanders,Antwerpen,Antwerpen,Malle,,2390.0,,,,496.0,"(51.285726499999996, 4.657487656889558)"
